ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
MRPS,,,PAISSA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRPV,,TOBIAS BOLANOS INTERNATIONAL,SAN JOSE,COSTA RICA,9,57,26,N,84,8,31,W,994,9.957,-84.142
MRQP,XQP,QUEPOS MANAGUA,QUEPOS,COSTA RICA,9,26,35,N,84,7,47,W,33,9.443,-84.13
MRRF,,,RIO FRIO O PROGRESO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRRM,,,RANCHO DEL MAR,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRRN,,,RANCHO NUEVO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRRX,,,ROXANA FARMS,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSA,,,SAN ALBERTO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSB,,,SAN CRISTOBAL,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSC,,,SANTA CRUZ,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSG,,SANTA CLARA DE GUAPILES,SANTA CLARA,COSTA RICA,10,17,18,N,83,42,49,W,80,10.288,-83.714
MRSH,,,SHIROLES,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSI,,,SAN ISIDORO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSL,,,SALAMA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSN,,,SIRENA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSO,,,SANTA MARIA DE GUACIMO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSP,,,SAN PEDRO,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSR,,,SAMARA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSS,,,SAN JOAQUIN DE ABANGAR,BOLIVIA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRST,,,SAN AGUSTIN,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRSV,,SAN VITO DE JAVA,SAN VITO DE JABA,COSTA RICA,8,49,34,N,82,57,32,W,984,8.826,-82.959
MRSX,,,SIXAOLA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRTA,,,TAMARINDO DE BAGACES,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRTB,,,TICABAN,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRTG,,,TABOGA,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRTM,,,TAMARINDO DE STA. CRUZ,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRTR,,,TAMBOR,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MRZP,,,ZAPOTAL DE GUANACASTE,COSTA RICA,0,0,0,U,0,0,0,U,0,0.0,0.0
MSAC,,,SONSONATE,EL SALVADOR,0,0,0,U,0,0,0,U,0,0.0,0.0
MSLP,SAL,EL SALVADOR INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13,26,26,N,89,3,21,W,31,13.441,-89.056
MSSS,,ILOPANGO INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13,42,0,N,89,7,12,W,617,13.7,-89.12
MTCA,,,CAYES,HAITI,0,0,0,U,0,0,0,U,0,0.0,0.0
MTCH,CAP,CAP HAITIEN,CAP HAITIEN,HAITI,19,43,57,N,72,11,41,W,4,19.732,-72.195
MTJA,,,JACMEL,HAITI,0,0,0,U,0,0,0,U,0,0.0,0.0
MTJE,,,JEREMIE,HAITI,0,0,0,U,0,0,0,U,0,0.0,0.0
MTPP,PAP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,18,34,48,N,72,17,33,W,37,18.58,-72.293
MTPX,,,PORT-DE-PAIX,HAITI,0,0,0,U,0,0,0,U,0,0.0,0.0
MUAG,,,CENTRAL AGRAMONTE,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUAT,,,ANTILLA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUBA,BCA,GUSTAVO RIZO,BARACOA PLAYA,CUBA,20,21,56,N,74,30,23,W,8,20.366,-74.506
MUBE,,,EL CARIBE,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUBI,,,CAYO,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUBO,,,BATABANO,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUBY,BYM,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,20,23,47,N,76,37,17,W,62,20.396,-76.621
MUCA,AVI,MAXIMO GOMEZ,CIEGO DE AVILA,CUBA,22,1,37,N,78,47,22,W,103,22.027,-78.789
MUCB,,CAIBARIEN,CAIBARIEN,CUBA,22,30,23,N,79,28,11,W,16,22.506,-79.47
MUCC,,JARDINES DEL RAY,CUNAGUA,CUBA,22,27,40,N,78,19,43,W,4,22.461,-78.329
MUCD,,,CIEGO DE AVILA SUR,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUCF,CFG,JAIME GONZALEZ,CIENFUEGOS,CUBA,22,9,0,N,80,24,51,W,32,22.15,-80.414
MUCL,CYO,VILO ACUNA,CAYO,CUBA,21,36,58,N,81,32,44,W,4,21.616,-81.546
MUCM,CMW,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,21,25,13,N,77,50,51,W,126,21.42,-77.847
MUCO,ONX,,COLON,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUCS,,,CENTRAL NOEL FERNANDEZ,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUCU,SCU,ANTONIO MACEO INTERNATIONAL,SANTIAGO DE CUBA,CUBA,19,58,12,N,75,50,8,W,76,19.97,-75.836
MUCV,,,LAS CLAVELLINAS,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUCY,,,CAYAJABO,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUFC,,,CENTRAL A. RODRIGUEZ,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUFL,,FLORIDA,FLORIDA,CUBA,21,29,59,N,78,12,10,W,61,21.5,-78.203
MUGM,,GUANTANAMO BAY NS,GUANTANAMO,CUBA,19,54,23,N,75,12,25,W,18,19.906,-75.207
MUGN,,,GIRON,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUGT,GAO,MARIANA GRAJALES,GUANTANAMO,CUBA,20,5,7,N,75,9,30,W,18,20.085,-75.158
MUHA,HAV,JOSE MARTI INTERNATIONAL,HAVANA,CUBA,22,59,21,N,82,24,33,W,65,22.989,-82.409
MUHG,HOG,FRANK PAIS,HOLGUIN,CUBA,20,47,8,N,76,18,54,W,111,20.786,-76.315
MUIS,,,ISABELA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUIV,,,NUEVITAS,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUJA,,,MAJANA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MULM,LCL,LA COLOMA,LA COLOMA,CUBA,22,20,9,N,83,38,31,W,30,22.336,-83.642
MUMA,,,PUNTA DE MAISI,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUMG,,MANAGUA,MANAGUA,CUBA,22,58,11,N,82,16,29,W,115,22.97,-82.275
MUMH,,,MATAHAMBRE,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUMJ,,,MAYAJIGUA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUML,,MARIEL,MARIEL,CUBA,23,0,26,N,82,46,3,W,10,23.007,-82.767
MUMO,MOA,ORESTES ACOSTA,MOA,CUBA,20,39,15,N,74,55,18,W,5,20.654,-74.922
MUMT,,,MATANZAS,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUMZ,MZO,SIERRA MAESTRA,MANZANILLO,CUBA,20,17,17,N,77,5,21,W,35,20.288,-77.089
MUNA,,,LA CUBANA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUNC,,NICARO,NICARO,CUBA,20,41,19,N,75,31,53,W,8,20.689,-75.531
MUNG,GER,RAFAEL PEREZ,NUEVA GERONA,CUBA,21,50,5,N,82,47,2,W,25,21.835,-82.784
MUNU,,,CENTRAL BRASIL,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUPA,,,PUNTA ALEGRE,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUPB,,PLAYA BARACOA,BARACOA PLAYA,CUBA,23,1,58,N,82,34,46,W,32,23.033,-82.579
MUPL,,,PILON,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUPM,,,PINAR DEL RIO,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUPR,,PINAR DEL RIO,PINAR DEL RIO NORTE,CUBA,22,25,16,N,83,40,39,W,40,22.421,-83.678
MUPS,,,CENTRAL GUATEMALA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUPT,,,PATRIA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUSA,,SAN ANTONIO DE LOS BANOS,SAN ANTONIO DE BANOS,CUBA,22,52,17,N,82,30,33,W,50,22.871,-82.509
MUSC,SNU,ABEL SANTAMARIA,SANTA CLARA,CUBA,22,29,31,N,79,56,37,W,104,22.492,-79.944
MUSF,,,HAVANA,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUSG,,,SAGUA LA GRANDE,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUSJ,,SAN JULIAN,SAN JULIAN,CUBA,22,5,43,N,84,9,7,W,30,22.095,-84.152
MUSL,,ROBERTO YAGUERO,SANTA LUCIA,CUBA,21,30,34,N,77,1,3,W,4,21.509,-77.017
MUSN,,SIGUANEA,SIGUANEA,CUBA,21,38,33,N,82,57,18,W,12,21.642,-82.955
MUSR,,,SIMON REYES,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUSS,,SANCTI SPIRITUS,SANCTI SPIRITUS,CUBA,21,58,14,N,79,26,32,W,90,21.971,-79.442
MUTD,,ALBERTO DELGADO,TRINIDAD,CUBA,21,47,18,N,79,59,50,W,39,21.788,-79.997
MUTI,,,MANATI,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUVA,,,CENTRO PRIMERO ENERO,CUBA,0,0,0,U,0,0,0,U,0,0.0,0.0
MUVR,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,23,2,4,N,81,26,7,W,65,23.034,-81.435
MUVT,VTU,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,20,59,16,N,76,56,9,W,100,20.988,-76.936
MWCB,CYB,GERRARD SMITH INTERNATIONAL,CAYMAN BARAC,CAYMAN ISLANDS,19,41,12,N,79,52,58,W,3,19.687,-79.883
MWCG,GCM,,GRAND CAYMAN,CAYMAN ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
MWCL,LYB,,LITTLE CAYMAN,CAYMAN ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
MWCR,GCM,OWEN ROBERTS INTERNATIONAL,GEORGETOWN,CAYMAN ISLANDS,19,17,34,N,81,21,27,W,3,19.293,-81.357
MYAB,,CLARENCE A BAIN,CLARENCE BAIN,BAHAMAS,24,17,15,N,77,41,4,W,6,24.288,-77.684
MYAF,ASD,ANDROS TOWN,ANDROS TOWN,BAHAMAS,24,41,52,N,77,47,44,W,2,24.698,-77.796
MYAG,,,GORDA CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYAK,,CONGO TOWN,CONGO TOWN,BAHAMAS,24,9,31,N,77,35,23,W,5,24.159,-77.59
MYAM,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26,30,41,N,77,5,0,W,4,26.511,-77.083
MYAN,SAQ,SAN ANDROS,SAN ANDROS,BAHAMAS,25,3,13,N,78,2,56,W,2,25.054,-78.049
MYAO,,,MOORES ISLAND,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYAP,AXP,SPRING POINT,SPRING POINT,BAHAMAS,22,26,30,N,73,58,15,W,4,22.442,-73.971
MYAS,,SANDY POINT,SANDY POINT,BAHAMAS,26,0,16,N,77,23,43,W,3,26.004,-77.395
MYAT,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26,44,43,N,77,23,28,W,4,26.745,-77.391
MYAW,WKR,,WALKERS CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYBC,CCZ,CHUB CAY,CHUB CAY,BAHAMAS,25,25,1,N,77,52,51,W,2,25.417,-77.881
MYBG,,GREAT HARBOUR CAY,BULLOCKS HARBOUR,BAHAMAS,25,44,17,N,77,50,24,W,6,25.738,-77.84
MYBO,,,OCEAN CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYBS,BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25,41,59,N,79,15,52,W,4,25.7,-79.264
MYBT,,,CISTERN CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYBW,,,BIG WHALE CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYBX,,,LITTLE WHALE CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYCA,,ARTHURS TOWN,ARTHUR'S TOWN,BAHAMAS,24,37,45,N,75,40,25,W,6,24.629,-75.674
MYCB,,NEW BIGHT,NEW BIGHT,BAHAMAS,24,18,54,N,75,27,14,W,2,24.315,-75.454
MYCH,,,HAWK'S NEST CREEK,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYCI,,COLONEL HILL,COLONEL HILL,BAHAMAS,22,44,44,N,74,10,56,W,2,22.746,-74.182
MYCP,,,PITTSDOWN,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYCS,,,CAY SAL,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYCX,,,CUTLASS BAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYEC,,,CAPE ELEUTHERA,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYEF,GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23,33,45,N,75,52,40,W,3,23.563,-75.878
MYEG,GGT,,GEORGE TOWN,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYEH,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25,28,32,N,76,40,52,W,2,25.476,-76.681
MYEL,,,LEE STOCKING,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYEM,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25,17,4,N,76,19,51,W,5,25.284,-76.331
MYEN,,NORMANS CAY,NORMAN'S CAY,BAHAMAS,24,35,40,N,76,49,55,W,3,24.594,-76.832
MYER,RSD,ROCK SOUND,ROCK SOUND,BAHAMAS,24,53,30,N,76,10,39,W,4,24.892,-76.178
MYES,,STANIEL CAY,STANIEL CAY,BAHAMAS,24,10,8,N,76,26,20,W,0,24.169,-76.439
MYEY,,,HOG CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYGD,,,DEEP WATER CAY,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYGF,FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26,33,31,N,78,41,43,W,3,26.559,-78.695
MYGM,,,GRAND BAHAMA,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYGW,WTD,WEST END,WEST END,BAHAMAS,26,41,10,N,78,58,39,W,2,26.686,-78.978
MYIG,IGA,MATTHEW TOWN,MATTHEW TOWN,BAHAMAS,20,58,30,N,73,40,0,W,3,20.975,-73.667
MYLD,LGI,DEADMANS CAY,DEAD MAN'S CAY,BAHAMAS,23,10,44,N,75,5,36,W,3,23.179,-75.093
MYLR,,,DIAMOND ROADS,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYLS,SML,STELLA MARIS,STELLA MARIS,BAHAMAS,23,34,58,N,75,16,7,W,4,23.583,-75.269
MYMM,MYG,MAYAGUANA,MAYAGUANA,BAHAMAS,22,22,46,N,73,0,48,W,4,22.379,-73.013
MYNN,NAS,NASSAU INTERNATIONAL,NASSAU,BAHAMAS,25,2,20,N,77,27,58,W,5,25.039,-77.466
MYRD,,DUNCAN TOWN,DUNCAN TOWN,BAHAMAS,22,10,54,N,75,43,46,W,1,22.182,-75.729
MYRP,,,PORT NELSON,BAHAMAS,0,0,0,U,0,0,0,U,0,0.0,0.0
MYSM,ZSA,SAN SALVADOR,COCKBURN TOWN,BAHAMAS,24,3,47,N,74,31,26,W,7,24.063,-74.524
MZBZ,BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,17,32,20,N,88,18,29,W,5,17.539,-88.308
MZSO,,,MARLBOROUGH SOUNDS,NEW ZEALAND,0,0,0,U,0,0,0,U,0,0.0,0.0
NCAI,AIT,AITUTAKI,AITUTAKI,COOK ISLANDS,18,49,30,S,159,46,25,W,7,-18.825,-159.774
NCAT,AIU,,ATIU ISLAND,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCGO,,,MANGAIA,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCMN,,,MANUAE,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCMR,,,MATIARO,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCMX,,,MAUKE,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCPY,PYE,,PENRHYN ISLAND,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCRG,RAR,RAROTONGA INTERNATIONAL,AVARUA,COOK ISLANDS,21,12,9,S,159,48,20,W,7,-21.203,-159.806
NCRK,,,RAKAHANGA,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NCS,,,NASSAU,COOK ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NFBC,,,BEACH COMBER ISLAND,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFBG,,,BIAUGUNU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFCI,ICI,,CICIA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFCN,,,CLUB NAITASHI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFCS,CST,,CASTAWAY ISLD.,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFFA,,,BA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFFN,NAN,NADI INTERNATIONAL,NANDI,FIJI,17,45,16,S,177,26,36,E,18,-17.754,177.443
NFFO,PTF,,MALOLO LAILAI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFFR,,,RABI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFHO,,,NANDI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFKD,,,KADAVU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFMA,MNF,,MANA ISLAND,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFMO,MFJ,,MOALA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNA,SUV,NAUSORI INTERNATIONAL,NAUSORI,FIJI,18,2,35,S,178,33,33,E,6,-18.043,178.559
NFNB,,,BURETA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFND,,,DEUMBA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNG,,,NGAU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNH,,,LAUTHALA ISLAND,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNK,LKB,,LAKEMBA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNL,LMG,LABASA,LAMBASA,FIJI,16,28,0,S,179,20,23,E,14,-16.467,179.34
NFNM,,,MATEI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNO,,,KORO,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNR,RTA,,ROTUMA ISLAND,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNS,SVU,,SAVU SAVU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNU,,,BUA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNV,,,VATUKOULA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFNW,,,WAKAYA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFOF,,,FIDJI,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFOL,,,ON-I-LAU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFSU,SUV,,SUVA,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTE,EUA,,EUA,TONGA,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTF,TBU,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,21,14,27,S,175,9,0,W,39,-21.241,-175.15
NFTL,HPA,HAAPAI,HA'APAI,TONGA,19,46,37,S,174,20,28,W,13,-19.777,-174.341
NFTN,,,NUKU'ALOFA,TONGA,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTO,NFO,,NIUAFO'OU,TONGA,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTP,NTT,,NIUATOPUTAPU,TONGA,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTR,,,TREASURE ISLAND,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFTV,VAV,VAVAU INTERNATIONAL,VAVA'U,TONGA,18,35,7,S,173,57,46,W,72,-18.585,-173.963
NFUL,,,NANUYA LEVU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFVB,,,VANUABALAVU,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NFVL,,,VATULELE,FIJI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGAB,ABF,,ABAIANG,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGBR,BEZ,,BERU,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGFO,,,NANUMEA,TUVALU ISLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
NGFU,FUN,FUNAFUTI INTERNATIONAL AIRPORT,FUNAFUTI,TUVALU ISLAND,8,31,0,S,179,13,0,E,0,-8.517,179.217
NGMA,MNK,,MAIANA,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGMK,MZK,,MARAKEI,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGMN,MTK,,MAKIN ISLAND,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGNU,NIG,,NIKUNAU,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGON,OOT,,ONOTOA,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTA,TRW,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,1,22,53,N,173,8,49,E,3,1.381,173.147
NGTB,AEA,,ABEMAMA ATOLL,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTE,TBF,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,1,13,25,S,174,46,34,E,3,-1.224,174.776
NGTM,TMN,,TAMANA,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTO,NON,,NONOUTI,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTR,AIS,,ARORAE ISLAND,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTS,TSU,,TABITEUEA SOUTH,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGTU,BBG,,BUTARITARI,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NGUK,,,ARANUKA,KIRIBATI,0,0,0,U,0,0,0,U,0,0.0,0.0
NIUE,HUE,NIUE INTERNATIONAL,ALOFI,NEW ZEALAND,19,4,48,S,169,55,32,W,64,-19.08,-169.926
NLWF,FUT,,FUTUNA,WALLIS & FUTUNA,0,0,0,U,0,0,0,U,0,0.0,0.0
NLWW,WLS,HIHIFO,WALLIS,WALLIS & FUTUNA,13,14,17,S,176,11,57,W,25,-13.238,-176.199
NSAP,APW,,APIA,SAMOA,0,0,0,U,0,0,0,U,0,0.0,0.0
NSAU,,,ASAU,SAMOA,0,0,0,U,0,0,0,U,0,0.0,0.0
NSFA,APW,FALEOLO INTERNATIONAL,FALEOLO,SAMOA,13,49,47,S,172,0,30,W,18,-13.83,-172.008
NSFI,,,FAGALI'I,SAMOA,0,0,0,U,0,0,0,U,0,0.0,0.0
NSMA,MXS,,MAOTA,SAMOA,0,0,0,U,0,0,0,U,0,0.0,0.0
NSTU,PPG,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,14,19,51,S,170,42,37,W,10,-14.331,-170.71
NTAR,RUR,RURUTU,RURUTU,FRENCH POLYNESIA,22,26,2,S,151,21,38,W,6,-22.434,-151.361
NTAT,TUB,TUBUAI,TUBUAI,FRENCH POLYNESIA,23,21,55,S,149,31,26,W,3,-23.365,-149.524
NTGA,AAA,ANAA,ANAA,FRENCH POLYNESIA,17,21,9,S,145,30,35,W,4,-17.353,-145.51
NTGB,,FANGATAU,FANGATAU,FRENCH POLYNESIA,15,49,11,S,140,53,13,W,3,-15.82,-140.887
NTGC,TIH,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,15,7,10,S,148,13,50,W,2,-15.119,-148.231
NTGD,APK,,APATAKI,TUAMOTU ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NTGE,REA,REAO,REAO,FRENCH POLYNESIA,18,27,57,S,136,26,22,W,4,-18.466,-136.439
NTGF,FAV,FAKARAVA,FAKARAVA,FRENCH POLYNESIA,16,3,16,S,145,39,25,W,4,-16.054,-145.657
NTGH,,,HIKUERU,TUAMOTU ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
NTGI,XMH,MANIHI,MANIHI,FRENCH POLYNESIA,14,26,12,S,146,4,12,W,5,-14.437,-146.07
NTGJ,GMR,TOTEGEGIE,TOTEGEGIE,FRENCH POLYNESIA,23,4,47,S,134,53,25,W,3,-23.08,-134.89
NTGK,KKR,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,15,39,48,S,146,53,5,W,4,-15.663,-146.885
NTGM,MKP,MAKEMO,MAKEMO,FRENCH POLYNESIA,16,35,5,S,143,39,26,W,1,-16.585,-143.657
NTGN,NAU,NAPUKA,NAPUKA ISLAND,FRENCH POLYNESIA,14,10,36,S,141,16,2,W,3,-14.177,-141.267
NTGO,TKV,,TATAKOTO,FRENCH POLYNESIA,0,0,0,U,0,0,0,U,0,0.0,0.0
NTGP,PKP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,14,48,34,S,138,48,46,W,2,-14.809,-138.813
NTGQ,PUK,,PUKARUA,FRENCH POLYNESIA,0,0,0,U,0,0,0,U,0,0.0,0.0
NTGR,,,ARATICA,TUAMOTU ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
